设备信息
设备型号：Redmi 4
系统版本：6.0.1
GPU信息： Qualcomm, Adreno (TM) 506, OpenGL ES 3.1 V@145.0 (GIT@I74772a33ad)
设备内存：2.78G
屏幕分辨率：1080x1920
应用程序分辨率：1080x1920
屏幕密度：480dpi
电池健康情况：health

安装报告：
安装失败  INSTALL_FAILED_ALREADY_EXISTS
2020-04-28 17:58:22
该次安装结果不计入整体报告
电量使用报告:
共耗电12.2mA，详细耗电情况为 cpu=12.2 sensor=0.0106

CPU占有率报告:
+--------------+--------+---------+-----------+------------------------+---------------------+
| serialNumber | CPU(%) | user(%) | kernel(%) |         faults         |      timestamp      |
|      92      |                            null                           | null |        null       | 2020-04-28 18:03:03 |
|      93      |                            null                           | null |        null       | 2020-04-28 18:03:06 |
|      94      |                            null                           | null |        null       | 2020-04-28 18:03:09 |
|      95      |                            null                           | null |        null       | 2020-04-28 18:03:12 |
|      96      |                com.taobao.tao.LoginActivity               | 51.6 |       16.33%      | 2020-04-28 18:03:15 |
|      97      |        com.taobao.biaoge.activity.RegisterActivity        | 49.1 |       22.22%      | 2020-04-28 18:03:18 |
|      98      |        com.taobao.biaoge.activity.RegisterActivity        | 45.8 |       25.45%      | 2020-04-28 18:03:21 |
|      99      |        com.taobao.biaoge.activity.RegisterActivity        | 42.7 |       40.68%      | 2020-04-28 18:03:24 |
|     100      |        com.taobao.biaoge.activity.RegisterActivity        | 33.3 |       80.00%      | 2020-04-28 18:03:28 |
|     101      |                            null                           | null |        null       | 2020-04-28 18:03:31 |
|     102      |                            null                           | null |        null       | 2020-04-28 18:03:34 |
|     103      |                com.taobao.tao.LoginActivity               | 53.3 |       12.50%      | 2020-04-28 18:03:37 |
|     104      |                            null                           | null |        null       | 2020-04-28 18:03:40 |
|     105      |               com.taobao.tao.HistoryActivity              | 54.5 |       6.67%       | 2020-04-28 18:03:43 |
|     105      |                com.taobao.tao.LoginActivity               | 45.0 |       33.33%      | 2020-04-28 18:03:43 |
|     106      |                            null                           | null |        null       | 2020-04-28 18:03:46 |
|     107      |                            null                           | null |        null       | 2020-04-28 18:03:49 |
|     108      |                            null                           | null |        null       | 2020-04-28 18:03:52 |
|     109      |                            null                           | null |        null       | 2020-04-28 18:03:55 |
|     110      |                            null                           | null |        null       | 2020-04-28 18:03:58 |
|     111      |                            null                           | null |        null       | 2020-04-28 18:04:01 |
|     112      |                            null                           | null |        null       | 2020-04-28 18:04:04 |
|     113      |                            null                           | null |        null       | 2020-04-28 18:04:07 |
|     114      |                            null                           | null |        null       | 2020-04-28 18:04:10 |
|     115      |                            null                           | null |        null       | 2020-04-28 18:04:13 |
|     116      |                            null                           | null |        null       | 2020-04-28 18:04:17 |
|     117      |                            null                           | null |        null       | 2020-04-28 18:04:20 |
|     118      |                            null                           | null |        null       | 2020-04-28 18:04:23 |
|     119      |                            null                           | null |        null       | 2020-04-28 18:04:26 |
|     120      |                            null                           | null |        null       | 2020-04-28 18:04:29 |
|     121      |                            null                           | null |        null       | 2020-04-28 18:04:32 |
|     122      |                            null                           | null |        null       | 2020-04-28 18:04:35 |
|     123      |                            null                           | null |        null       | 2020-04-28 18:04:38 |
|     124      |                            null                           | null |        null       | 2020-04-28 18:04:41 |
|     125      |                            null                           | null |        null       | 2020-04-28 18:04:44 |
|     126      |                            null                           | null |        null       | 2020-04-28 18:04:47 |
|     127      |                            null                           | null |        null       | 2020-04-28 18:04:50 |
|     128      |                            null                           | null |        null       | 2020-04-28 18:04:53 |
|     129      |                            null                           | null |        null       | 2020-04-28 18:04:56 |
|     130      |                            null                           | null |        null       | 2020-04-28 18:04:59 |
|     131      |                            null                           | null |        null       | 2020-04-28 18:05:02 |
|     132      |                            null                           | null |        null       | 2020-04-28 18:05:05 |
|     133      |                            null                           | null |        null       | 2020-04-28 18:05:09 |
|     134      |                            null                           | null |        null       | 2020-04-28 18:05:12 |
|     135      |                            null                           | null |        null       | 2020-04-28 18:05:15 |
|     136      |                            null                           | null |        null       | 2020-04-28 18:05:18 |
|     137      |                            null                           | null |        null       | 2020-04-28 18:05:21 |
|     138      |                            null                           | null |        null       | 2020-04-28 18:05:24 |
|     139      |                            null                           | null |        null       | 2020-04-28 18:05:27 |
|     140      |                            null                           | null |        null       | 2020-04-28 18:05:30 |
|     141      |                            null                           | null |        null       | 2020-04-28 18:05:33 |
|     142      |                            null                           | null |        null       | 2020-04-28 18:05:36 |
|     143      |                            null                           | null |        null       | 2020-04-28 18:05:39 |
|     144      |                            null                           | null |        null       | 2020-04-28 18:05:42 |
|     145      |                            null                           | null |        null       | 2020-04-28 18:05:45 |
|     146      |                            null                           | null |        null       | 2020-04-28 18:05:48 |
|     147      |                            null                           | null |        null       | 2020-04-28 18:05:51 |
|     148      |                            null                           | null |        null       | 2020-04-28 18:05:54 |
|     149      |                            null                           | null |        null       | 2020-04-28 18:05:57 |
|     150      |                            null                           | null |        null       | 2020-04-28 18:06:01 |
|     151      |                            null                           | null |        null       | 2020-04-28 18:06:04 |
|     152      |                            null                           | null |        null       | 2020-04-28 18:06:07 |
|     153      |                            null                           | null |        null       | 2020-04-28 18:06:10 |
|     154      |                            null                           | null |        null       | 2020-04-28 18:06:13 |
|     155      |                            null                           | null |        null       | 2020-04-28 18:06:16 |
|     156      |                            null                           | null |        null       | 2020-04-28 18:06:19 |
|     157      |                            null                           | null |        null       | 2020-04-28 18:06:22 |
|     158      |                            null                           | null |        null       | 2020-04-28 18:06:25 |
|     159      |                            null                           | null |        null       | 2020-04-28 18:06:28 |
|     160      |                            null                           | null |        null       | 2020-04-28 18:06:31 |
|     161      |                            null                           | null |        null       | 2020-04-28 18:06:34 |
|     162      |                            null                           | null |        null       | 2020-04-28 18:06:37 |
|     163      |                            null                           | null |        null       | 2020-04-28 18:06:40 |
|     164      |                            null                           | null |        null       | 2020-04-28 18:06:43 |
|     165      |                            null                           | null |        null       | 2020-04-28 18:06:46 |
|     166      |                            null                           | null |        null       | 2020-04-28 18:06:49 |
|     167      |                            null                           | null |        null       | 2020-04-28 18:06:53 |
|     168      |                            null                           | null |        null       | 2020-04-28 18:06:56 |
|     169      |                            null                           | null |        null       | 2020-04-28 18:06:59 |
|     170      |                            null                           | null |        null       | 2020-04-28 18:07:02 |
|     171      |                            null                           | null |        null       | 2020-04-28 18:07:05 |
|     172      |                            null                           | null |        null       | 2020-04-28 18:07:08 |
|     173      |                            null                           | null |        null       | 2020-04-28 18:07:11 |
|     174      |                            null                           | null |        null       | 2020-04-28 18:07:14 |
|     175      |                            null                           | null |        null       | 2020-04-28 18:07:17 |
|     176      |                            null                           | null |        null       | 2020-04-28 18:07:20 |
|     177      |                            null                           | null |        null       | 2020-04-28 18:07:23 |
|     178      |                            null                           | null |        null       | 2020-04-28 18:07:26 |
|     179      |                            null                           | null |        null       | 2020-04-28 18:07:29 |
|     180      |                            null                           | null |        null       | 2020-04-28 18:07:32 |
|     181      |                            null                           | null |        null       | 2020-04-28 18:07:35 |
|     182      |                            null                           | null |        null       | 2020-04-28 18:07:38 |
|     183      |                            null                           | null |        null       | 2020-04-28 18:07:41 |
|     184      |                            null                           | null |        null       | 2020-04-28 18:07:45 |
|     185      |                            null                           | null |        null       | 2020-04-28 18:07:48 |
|     186      |                            null                           | null |        null       | 2020-04-28 18:07:51 |
|     187      |                            null                           | null |        null       | 2020-04-28 18:07:54 |
|     188      |                            null                           | null |        null       | 2020-04-28 18:07:57 |
|     189      |                            null                           | null |        null       | 2020-04-28 18:08:00 |
|     190      |                            null                           | null |        null       | 2020-04-28 18:08:03 |
|     191      |                            null                           | null |        null       | 2020-04-28 18:08:06 |
|     192      |                            null                           | null |        null       | 2020-04-28 18:08:09 |
|     193      |                            null                           | null |        null       | 2020-04-28 18:08:12 |
|     194      |                            null                           | null |        null       | 2020-04-28 18:08:15 |
|     195      |                            null                           | null |        null       | 2020-04-28 18:08:18 |
|     196      |                            null                           | null |        null       | 2020-04-28 18:08:21 |
|     197      |                            null                           | null |        null       | 2020-04-28 18:08:24 |
|     198      |                            null                           | null |        null       | 2020-04-28 18:08:27 |
|     199      |                            null                           | null |        null       | 2020-04-28 18:08:30 |
|     200      |                            null                           | null |        null       | 2020-04-28 18:08:33 |
+--------------+-----------------------------------------------------------+------+-------------------+---------------------+

GPU使用率报告
+--------------+--------+---------------------+
| serialNumber | GPU(%) |      timestamp      |
+--------------+--------+---------------------+
|      1       | 66.63% | 2020-04-28 17:58:37 |
|      2       | 52.61% | 2020-04-28 17:58:40 |
|      3       | 66.00% | 2020-04-28 17:58:43 |
|      4       | 68.05% | 2020-04-28 17:58:46 |
|      5       | 69.85% | 2020-04-28 17:58:49 |
|      6       | 61.84% | 2020-04-28 17:58:52 |
|      7       | 45.13% | 2020-04-28 17:58:55 |
|      8       | 54.75% | 2020-04-28 17:58:58 |
|      9       | 51.48% | 2020-04-28 17:59:01 |
|      10      | 62.99% | 2020-04-28 17:59:04 |
|      11      | 48.21% | 2020-04-28 17:59:07 |
|      12      | 61.01% | 2020-04-28 17:59:10 |
|      13      | 63.97% | 2020-04-28 17:59:13 |
|      14      | 54.35% | 2020-04-28 17:59:16 |
|      15      | 30.90% | 2020-04-28 17:59:19 |
|      16      | 25.94% | 2020-04-28 17:59:23 |
|      17      | 19.06% | 2020-04-28 17:59:26 |
|      18      | 19.88% | 2020-04-28 17:59:29 |
|      19      | 42.21% | 2020-04-28 17:59:32 |
|      20      | 24.68% | 2020-04-28 17:59:35 |
|      21      | 35.40% | 2020-04-28 17:59:38 |
|      22      | 25.31% | 2020-04-28 17:59:41 |
|      23      | 74.17% | 2020-04-28 17:59:44 |
|      24      | 33.37% | 2020-04-28 17:59:47 |
|      25      | 66.06% | 2020-04-28 17:59:50 |
|      26      | 73.20% | 2020-04-28 17:59:53 |
|      27      | 35.39% | 2020-04-28 17:59:56 |
|      28      | 60.18% | 2020-04-28 17:59:59 |
|      29      | 59.87% | 2020-04-28 18:00:02 |
|      30      | 44.19% | 2020-04-28 18:00:05 |
|      31      | 60.49% | 2020-04-28 18:00:08 |
|      32      | 52.61% | 2020-04-28 18:00:11 |
|      33      | 61.23% | 2020-04-28 18:00:14 |
|      34      | 28.76% | 2020-04-28 18:00:17 |
|      35      | 31.69% | 2020-04-28 18:00:20 |
|      36      | 55.29% | 2020-04-28 18:00:23 |
|      37      | 61.57% | 2020-04-28 18:00:26 |
|      38      | 61.57% | 2020-04-28 18:00:29 |
|      39      | 54.43% | 2020-04-28 18:00:32 |
|      40      | 41.19% | 2020-04-28 18:00:35 |
|      41      | 41.19% | 2020-04-28 18:00:38 |
|      42      | 70.97% | 2020-04-28 18:00:41 |
|      43      | 42.36% | 2020-04-28 18:00:44 |
|      44      |   0    | 2020-04-28 18:00:47 |
|      45      |   0    | 2020-04-28 18:00:51 |
|      46      | 9.47%  | 2020-04-28 18:00:54 |
|      47      |   0    | 2020-04-28 18:00:57 |
|      48      |   0    | 2020-04-28 18:01:00 |
|      49      | 6.47%  | 2020-04-28 18:01:03 |
|      50      |   0    | 2020-04-28 18:01:06 |
|      51      |   0    | 2020-04-28 18:01:09 |
|      52      |   0    | 2020-04-28 18:01:12 |
|      53      | 24.61% | 2020-04-28 18:01:15 |
|      54      |   0    | 2020-04-28 18:01:18 |
|      55      | 32.01% | 2020-04-28 18:01:21 |
|      56      | 24.11% | 2020-04-28 18:01:24 |
|      57      |   0    | 2020-04-28 18:01:27 |
|      58      |   0    | 2020-04-28 18:01:30 |
|      59      |   0    | 2020-04-28 18:01:33 |
|      60      |   0    | 2020-04-28 18:01:36 |
|      61      | 26.85% | 2020-04-28 18:01:39 |
|      62      | 26.37% | 2020-04-28 18:01:42 |
|      63      | 63.61% | 2020-04-28 18:01:45 |
|      64      | 76.14% | 2020-04-28 18:01:48 |
|      65      | 59.03% | 2020-04-28 18:01:51 |
|      66      | 56.00% | 2020-04-28 18:01:54 |
|      67      | 37.88% | 2020-04-28 18:01:57 |
|      68      | 35.76% | 2020-04-28 18:02:00 |
|      69      | 36.03% | 2020-04-28 18:02:03 |
|      70      | 55.55% | 2020-04-28 18:02:06 |
|      71      | 25.29% | 2020-04-28 18:02:09 |
|      72      | 48.28% | 2020-04-28 18:02:12 |
|      73      | 44.05% | 2020-04-28 18:02:15 |
|      74      | 43.14% | 2020-04-28 18:02:18 |
|      75      | 34.58% | 2020-04-28 18:02:22 |
|      76      |   0    | 2020-04-28 18:02:25 |
|      77      | 53.97% | 2020-04-28 18:02:28 |
|      78      | 65.83% | 2020-04-28 18:02:31 |
|      79      | 65.83% | 2020-04-28 18:02:34 |
|      80      | 53.33% | 2020-04-28 18:02:37 |
|      81      | 71.63% | 2020-04-28 18:02:40 |
|      82      | 57.98% | 2020-04-28 18:02:43 |
|      83      | 27.55% | 2020-04-28 18:02:46 |
|      84      | 58.59% | 2020-04-28 18:02:49 |
|      85      | 66.76% | 2020-04-28 18:02:52 |
|      86      | 20.77% | 2020-04-28 18:02:55 |
|      87      | 23.84% | 2020-04-28 18:02:58 |
|      88      | 27.32% | 2020-04-28 18:03:01 |
|      89      | 23.92% | 2020-04-28 18:03:04 |
|      90      | 49.83% | 2020-04-28 18:03:07 |
|      91      | 56.50% | 2020-04-28 18:03:10 |
|      92      | 40.82% | 2020-04-28 18:03:13 |
|      93      | 40.58% | 2020-04-28 18:03:16 |
|      94      | 24.04% | 2020-04-28 18:03:19 |
|      95      | 68.63% | 2020-04-28 18:03:22 |
|      96      | 25.53% | 2020-04-28 18:03:25 |
|      97      | 24.98% | 2020-04-28 18:03:28 |
|      98      | 73.41% | 2020-04-28 18:03:31 |
|      99      | 60.25% | 2020-04-28 18:03:34 |
|     100      | 55.37% | 2020-04-28 18:03:37 |
|     101      | 49.68% | 2020-04-28 18:03:40 |
|     102      | 49.64% | 2020-04-28 18:03:43 |
|     103      | 44.51% | 2020-04-28 18:03:46 |
|     104      | 45.86% | 2020-04-28 18:03:49 |
|     105      | 44.94% | 2020-04-28 18:03:53 |
|     106      | 37.97% | 2020-04-28 18:03:56 |
|     107      | 44.48% | 2020-04-28 18:03:59 |
|     108      | 39.46% | 2020-04-28 18:04:02 |
|     109      | 44.07% | 2020-04-28 18:04:05 |
|     110      | 43.98% | 2020-04-28 18:04:08 |
|     111      | 45.08% | 2020-04-28 18:04:11 |
|     112      | 44.54% | 2020-04-28 18:04:14 |
|     113      | 45.15% | 2020-04-28 18:04:17 |
|     114      | 34.05% | 2020-04-28 18:04:20 |
|     115      | 44.54% | 2020-04-28 18:04:23 |
|     116      | 44.78% | 2020-04-28 18:04:26 |
|     117      | 29.45% | 2020-04-28 18:04:29 |
|     118      | 29.24% | 2020-04-28 18:04:32 |
|     119      | 32.15% | 2020-04-28 18:04:35 |
|     120      | 36.83% | 2020-04-28 18:04:38 |
|     121      | 34.79% | 2020-04-28 18:04:41 |
|     122      | 32.04% | 2020-04-28 18:04:44 |
|     123      | 32.16% | 2020-04-28 18:04:47 |
|     124      | 35.95% | 2020-04-28 18:04:50 |
|     125      | 40.32% | 2020-04-28 18:04:53 |
|     126      | 32.23% | 2020-04-28 18:04:56 |
|     127      | 33.60% | 2020-04-28 18:04:59 |
|     128      | 25.64% | 2020-04-28 18:05:02 |
|     129      | 39.48% | 2020-04-28 18:05:05 |
|     130      | 35.16% | 2020-04-28 18:05:08 |
|     131      | 37.21% | 2020-04-28 18:05:11 |
|     132      | 29.04% | 2020-04-28 18:05:14 |
|     133      | 31.91% | 2020-04-28 18:05:18 |
|     134      | 33.91% | 2020-04-28 18:05:21 |
|     135      | 31.90% | 2020-04-28 18:05:24 |
|     136      | 39.09% | 2020-04-28 18:05:27 |
|     137      | 31.55% | 2020-04-28 18:05:30 |
|     138      | 27.01% | 2020-04-28 18:05:33 |
|     139      | 31.02% | 2020-04-28 18:05:36 |
|     140      | 33.88% | 2020-04-28 18:05:39 |
|     141      | 29.37% | 2020-04-28 18:05:42 |
|     142      | 33.30% | 2020-04-28 18:05:45 |
|     143      | 33.29% | 2020-04-28 18:05:48 |
|     144      | 31.52% | 2020-04-28 18:05:51 |
|     145      | 20.76% | 2020-04-28 18:05:54 |
|     146      | 37.29% | 2020-04-28 18:05:57 |
|     147      | 31.30% | 2020-04-28 18:06:00 |
|     148      | 38.64% | 2020-04-28 18:06:03 |
|     149      | 29.71% | 2020-04-28 18:06:06 |
|     150      | 30.23% | 2020-04-28 18:06:09 |
|     151      | 39.54% | 2020-04-28 18:06:12 |
|     152      | 33.91% | 2020-04-28 18:06:15 |
|     153      | 36.09% | 2020-04-28 18:06:18 |
|     154      | 33.48% | 2020-04-28 18:06:21 |
|     155      | 32.68% | 2020-04-28 18:06:24 |
|     156      | 27.77% | 2020-04-28 18:06:27 |
|     157      | 36.93% | 2020-04-28 18:06:30 |
|     158      | 41.85% | 2020-04-28 18:06:33 |
|     159      | 42.78% | 2020-04-28 18:06:36 |
|     160      | 28.82% | 2020-04-28 18:06:40 |
|     161      | 33.05% | 2020-04-28 18:06:43 |
|     162      | 39.11% | 2020-04-28 18:06:46 |
|     163      | 36.52% | 2020-04-28 18:06:49 |
|     164      | 32.06% | 2020-04-28 18:06:52 |
|     165      | 30.82% | 2020-04-28 18:06:55 |
|     166      | 47.06% | 2020-04-28 18:06:58 |
|     167      | 36.59% | 2020-04-28 18:07:01 |
|     168      | 32.35% | 2020-04-28 18:07:04 |
|     169      | 32.25% | 2020-04-28 18:07:07 |
|     170      | 36.64% | 2020-04-28 18:07:10 |
|     171      | 33.08% | 2020-04-28 18:07:13 |
|     172      | 40.95% | 2020-04-28 18:07:16 |
|     173      | 38.93% | 2020-04-28 18:07:19 |
|     174      | 23.65% | 2020-04-28 18:07:22 |
|     175      | 42.62% | 2020-04-28 18:07:25 |
|     176      | 44.46% | 2020-04-28 18:07:28 |
|     177      | 33.37% | 2020-04-28 18:07:31 |
|     178      | 32.60% | 2020-04-28 18:07:34 |
|     179      | 37.11% | 2020-04-28 18:07:37 |
|     180      | 32.84% | 2020-04-28 18:07:40 |
|     181      | 38.50% | 2020-04-28 18:07:43 |
|     182      | 41.84% | 2020-04-28 18:07:46 |
|     183      | 37.15% | 2020-04-28 18:07:49 |
|     184      | 35.97% | 2020-04-28 18:07:52 |
|     185      | 33.32% | 2020-04-28 18:07:55 |
|     186      | 35.43% | 2020-04-28 18:07:58 |
|     187      | 36.88% | 2020-04-28 18:08:01 |
|     188      | 36.78% | 2020-04-28 18:08:04 |
|     189      | 32.05% | 2020-04-28 18:08:08 |
|     190      | 31.99% | 2020-04-28 18:08:11 |
|     191      | 48.48% | 2020-04-28 18:08:14 |
|     192      | 32.16% | 2020-04-28 18:08:17 |
|     193      | 31.44% | 2020-04-28 18:08:20 |
|     194      | 33.05% | 2020-04-28 18:08:23 |
|     195      | 37.12% | 2020-04-28 18:08:26 |
|     196      | 45.09% | 2020-04-28 18:08:29 |
|     197      | 28.10% | 2020-04-28 18:08:32 |
|     198      | 34.96% | 2020-04-28 18:08:35 |
+--------------+--------+---------------------+

内存占用报告:
设备总内存: 2914792kb(2.78G)
+--------------+------------+---------------------+
| serialNumber | memory(kb) |      timestamp      |
+--------------+------------+---------------------+
|      1       |   105969   | 2020-04-28 17:58:24 |
|      2       |   106874   | 2020-04-28 17:58:27 |
|      3       |   107032   | 2020-04-28 17:58:31 |
|      4       |   107254   | 2020-04-28 17:58:34 |
|      5       |   108964   | 2020-04-28 17:58:37 |
|      6       |   109280   | 2020-04-28 17:58:41 |
|      7       |   109673   | 2020-04-28 17:58:44 |
|      8       |   107231   | 2020-04-28 17:58:48 |
|      9       |   108169   | 2020-04-28 17:58:51 |
|      10      |   106781   | 2020-04-28 17:58:54 |
|      11      |   108515   | 2020-04-28 17:58:58 |
|      12      |   107874   | 2020-04-28 17:59:01 |
|      13      |   114199   | 2020-04-28 17:59:05 |
|      14      |   109409   | 2020-04-28 17:59:08 |
|      15      |   109990   | 2020-04-28 17:59:12 |
|      16      |   110118   | 2020-04-28 17:59:15 |
|      17      |   109694   | 2020-04-28 17:59:18 |
|      18      |   109826   | 2020-04-28 17:59:22 |
|      19      |   109798   | 2020-04-28 17:59:25 |
|      20      |   109378   | 2020-04-28 17:59:29 |
|      21      |   109192   | 2020-04-28 17:59:32 |
|      22      |   109354   | 2020-04-28 17:59:35 |
|      23      |   109452   | 2020-04-28 17:59:39 |
|      24      |   110254   | 2020-04-28 17:59:42 |
|      25      |   110006   | 2020-04-28 17:59:46 |
|      26      |   111592   | 2020-04-28 17:59:49 |
|      27      |   110054   | 2020-04-28 17:59:52 |
|      28      |   110268   | 2020-04-28 17:59:56 |
|      29      |   110796   | 2020-04-28 17:59:59 |
|      30      |   110784   | 2020-04-28 18:00:03 |
|      31      |   117297   | 2020-04-28 18:00:06 |
|      32      |   113217   | 2020-04-28 18:00:10 |
|      33      |   113810   | 2020-04-28 18:00:13 |
|      34      |   112110   | 2020-04-28 18:00:16 |
|      35      |   111951   | 2020-04-28 18:00:20 |
|      36      |   113860   | 2020-04-28 18:00:23 |
|      37      |   117919   | 2020-04-28 18:00:27 |
|      38      |   117639   | 2020-04-28 18:00:30 |
|      39      |   118809   | 2020-04-28 18:00:34 |
|      40      |   118446   | 2020-04-28 18:00:37 |
|      41      |   118532   | 2020-04-28 18:00:40 |
|      42      |   116220   | 2020-04-28 18:00:44 |
|      43      |   116084   | 2020-04-28 18:00:47 |
|      44      |   115954   | 2020-04-28 18:00:51 |
|      45      |   115938   | 2020-04-28 18:00:54 |
|      46      |   115971   | 2020-04-28 18:00:58 |
|      47      |   115939   | 2020-04-28 18:01:02 |
|      48      |   115959   | 2020-04-28 18:01:05 |
|      49      |   115935   | 2020-04-28 18:01:09 |
|      50      |   115959   | 2020-04-28 18:01:12 |
|      51      |   115931   | 2020-04-28 18:01:16 |
|      52      |   115955   | 2020-04-28 18:01:19 |
|      53      |   115939   | 2020-04-28 18:01:23 |
|      54      |   116001   | 2020-04-28 18:01:26 |
|      55      |   115953   | 2020-04-28 18:01:30 |
|      56      |   115973   | 2020-04-28 18:01:34 |
|      57      |   115949   | 2020-04-28 18:01:37 |
|      58      |   116922   | 2020-04-28 18:01:40 |
|      59      |   119552   | 2020-04-28 18:01:44 |
|      60      |   119696   | 2020-04-28 18:01:47 |
|      61      |   126420   | 2020-04-28 18:01:51 |
|      62      |   122908   | 2020-04-28 18:01:54 |
|      63      |   120978   | 2020-04-28 18:01:58 |
|      64      |   121078   | 2020-04-28 18:02:01 |
|      65      |   123120   | 2020-04-28 18:02:04 |
|      66      |   131784   | 2020-04-28 18:02:08 |
|      67      |   108985   | 2020-04-28 18:02:11 |
|      68      |   110608   | 2020-04-28 18:02:15 |
|      69      |   103657   | 2020-04-28 18:02:18 |
|      70      |   103219   | 2020-04-28 18:02:21 |
|      71      |   102784   | 2020-04-28 18:02:25 |
|      72      |   107720   | 2020-04-28 18:02:28 |
|      73      |   109619   | 2020-04-28 18:02:32 |
|      74      |   119931   | 2020-04-28 18:02:35 |
|      75      |   116641   | 2020-04-28 18:02:38 |
|      76      |   108842   | 2020-04-28 18:02:42 |
|      77      |   108342   | 2020-04-28 18:02:45 |
|      78      |   108247   | 2020-04-28 18:02:49 |
|      79      |   107789   | 2020-04-28 18:02:52 |
|      80      |   107899   | 2020-04-28 18:02:55 |
|      81      |   107999   | 2020-04-28 18:02:59 |
|      82      |   108001   | 2020-04-28 18:03:02 |
|      83      |   108167   | 2020-04-28 18:03:06 |
|      84      |   108187   | 2020-04-28 18:03:09 |
|      85      |   108142   | 2020-04-28 18:03:12 |
|      86      |   106780   | 2020-04-28 18:03:16 |
|      87      |   107054   | 2020-04-28 18:03:19 |
|      88      |   107100   | 2020-04-28 18:03:23 |
|      89      |   106960   | 2020-04-28 18:03:26 |
|      90      |   107010   | 2020-04-28 18:03:29 |
|      91      |   107230   | 2020-04-28 18:03:33 |
|      92      |   107876   | 2020-04-28 18:03:36 |
|      93      |   108100   | 2020-04-28 18:03:40 |
|      94      |   109606   | 2020-04-28 18:03:43 |
|      95      |   109377   | 2020-04-28 18:03:47 |
|      96      |   109237   | 2020-04-28 18:03:50 |
|      97      |   109257   | 2020-04-28 18:03:53 |
|      98      |   109017   | 2020-04-28 18:03:57 |
|      99      |   109071   | 2020-04-28 18:04:00 |
|     100      |   109047   | 2020-04-28 18:04:04 |
|     101      |   109067   | 2020-04-28 18:04:07 |
|     102      |   109047   | 2020-04-28 18:04:10 |
|     103      |   109075   | 2020-04-28 18:04:14 |
|     104      |   109051   | 2020-04-28 18:04:17 |
|     105      |   109189   | 2020-04-28 18:04:21 |
|     106      |   109093   | 2020-04-28 18:04:24 |
|     107      |   109109   | 2020-04-28 18:04:27 |
|     108      |   109093   | 2020-04-28 18:04:31 |
|     109      |   109113   | 2020-04-28 18:04:34 |
|     110      |   109089   | 2020-04-28 18:04:37 |
|     111      |   109109   | 2020-04-28 18:04:41 |
|     112      |   109085   | 2020-04-28 18:04:44 |
|     113      |   109113   | 2020-04-28 18:04:48 |
|     114      |   109081   | 2020-04-28 18:04:51 |
|     115      |   109101   | 2020-04-28 18:04:54 |
|     116      |   109081   | 2020-04-28 18:04:58 |
|     117      |   109101   | 2020-04-28 18:05:01 |
|     118      |   109077   | 2020-04-28 18:05:05 |
|     119      |   109097   | 2020-04-28 18:05:08 |
|     120      |   109077   | 2020-04-28 18:05:11 |
|     121      |   109097   | 2020-04-28 18:05:15 |
|     122      |   109123   | 2020-04-28 18:05:18 |
|     123      |   109175   | 2020-04-28 18:05:21 |
|     124      |   109183   | 2020-04-28 18:05:25 |
|     125      |   109227   | 2020-04-28 18:05:28 |
|     126      |   109239   | 2020-04-28 18:05:32 |
|     127      |   109287   | 2020-04-28 18:05:35 |
|     128      |   109291   | 2020-04-28 18:05:38 |
|     129      |   109335   | 2020-04-28 18:05:42 |
|     130      |   109347   | 2020-04-28 18:05:45 |
|     131      |   109403   | 2020-04-28 18:05:49 |
|     132      |   109435   | 2020-04-28 18:05:52 |
|     133      |   109483   | 2020-04-28 18:05:55 |
|     134      |   109491   | 2020-04-28 18:05:59 |
|     135      |   109539   | 2020-04-28 18:06:02 |
|     136      |   109547   | 2020-04-28 18:06:05 |
|     137      |   109595   | 2020-04-28 18:06:09 |
|     138      |   109599   | 2020-04-28 18:06:12 |
|     139      |   109647   | 2020-04-28 18:06:16 |
|     140      |   109655   | 2020-04-28 18:06:19 |
|     141      |   109799   | 2020-04-28 18:06:22 |
|     142      |   109743   | 2020-04-28 18:06:26 |
|     143      |   109791   | 2020-04-28 18:06:29 |
|     144      |   109799   | 2020-04-28 18:06:32 |
|     145      |   109843   | 2020-04-28 18:06:36 |
|     146      |   109851   | 2020-04-28 18:06:39 |
|     147      |   109899   | 2020-04-28 18:06:43 |
|     148      |   109907   | 2020-04-28 18:06:46 |
|     149      |   109955   | 2020-04-28 18:06:49 |
|     150      |   109963   | 2020-04-28 18:06:53 |
|     151      |   110055   | 2020-04-28 18:06:56 |
|     152      |   110051   | 2020-04-28 18:07:00 |
|     153      |   110099   | 2020-04-28 18:07:03 |
|     154      |   110107   | 2020-04-28 18:07:06 |
|     155      |   110155   | 2020-04-28 18:07:10 |
|     156      |   110159   | 2020-04-28 18:07:13 |
|     157      |   110207   | 2020-04-28 18:07:16 |
|     158      |   110215   | 2020-04-28 18:07:20 |
|     159      |   110271   | 2020-04-28 18:07:23 |
|     160      |   110303   | 2020-04-28 18:07:27 |
|     161      |   110351   | 2020-04-28 18:07:30 |
|     162      |   110363   | 2020-04-28 18:07:33 |
|     163      |   110407   | 2020-04-28 18:07:37 |
|     164      |   110419   | 2020-04-28 18:07:40 |
|     165      |   110467   | 2020-04-28 18:07:43 |
|     166      |   110471   | 2020-04-28 18:07:47 |
|     167      |   110519   | 2020-04-28 18:07:50 |
